id_matricula,id_aluno,id_turma
649,130,85
650,130,3
651,131,6
652,131,3
653,131,85
654,131,47
655,131,48
656,132,45
657,132,5
658,132,47
659,132,85
660,132,43
661,133,5
662,133,6
663,133,88
664,133,48
665,133,85
666,134,43
667,134,4
668,134,3
669,134,90
670,134,1
671,135,2
672,135,45
673,135,4
674,135,43
675,135,6
676,136,4
677,136,6
678,136,89
679,136,87
680,136,44
681,137,45
682,137,87
683,137,88
684,137,44
685,137,47
686,138,3
687,138,5
688,138,85
689,138,1
690,138,45
691,139,46
692,139,90
693,139,85
694,139,87
695,139,47
696,140,3
697,140,85
698,140,88
699,140,43
700,140,5
701,141,2
702,141,86
703,141,46
704,141,3
705,141,88
706,142,86
707,142,2
708,142,85
709,142,44
710,142,3
711,143,46
712,143,86
713,143,87
714,143,4
715,143,6
716,144,6
717,144,44
718,144,85
719,144,1
720,144,45
721,145,45
722,145,43
723,145,3
724,145,47
725,145,46
726,146,3
727,146,90
728,146,87
729,146,45
730,146,89
731,147,45
732,147,88
733,147,6
734,147,43
735,147,3
736,148,46
737,148,5
738,148,47
739,148,1
740,148,4
741,149,6
742,149,86
743,149,3
744,149,45
745,149,47
746,150,4
747,150,1
748,150,48
749,150,3
750,150,87
751,151,2
752,151,88
753,151,3
754,151,45
755,151,89
756,152,46
757,152,4
758,152,87
759,152,86
760,152,44
761,153,85
762,153,48
763,153,3
764,153,90
765,153,44
766,154,46
767,154,47
768,154,89
769,154,43
770,154,45
771,155,89
772,155,43
773,155,44
774,155,87
775,155,4
776,156,87
777,156,44
778,156,43
779,156,45
780,156,48
781,157,5
782,157,4
783,157,89
784,157,45
785,157,3
786,158,48
787,158,1
788,158,6
789,158,46
790,158,85
791,159,86
792,159,85
793,159,44
794,159,4
795,159,89
796,160,47
797,160,88
798,160,90
799,160,43
800,160,85
801,161,3
802,161,85
803,161,89
804,161,86
805,161,90
806,162,44
807,162,45
808,162,87
809,162,5
810,162,1
811,163,86
812,163,46
813,163,43
814,163,47
815,163,88
816,164,85
817,164,45
818,164,87
819,164,90
820,164,1
821,165,89
822,165,3
823,165,1
824,165,46
825,165,6
826,166,47
827,166,48
828,166,6
829,166,85
830,166,44
831,167,1
832,167,46
833,167,88
834,167,85
835,167,86
836,168,86
837,168,43
838,168,6
839,168,46
840,168,2
841,169,87
842,169,6
843,169,5
844,169,85
845,169,89
846,170,89
847,170,47
848,170,90
849,170,2
850,170,45
851,171,46
852,171,45
853,171,43
854,171,85
855,171,89
856,172,1
857,172,48
858,172,2
859,172,5
860,172,47
861,173,44
862,173,46
863,173,6
864,173,48
865,173,85
866,174,88
867,174,4
868,174,5
869,174,86
870,174,46
871,175,47
872,175,88
873,175,46
874,175,43
875,175,89
876,176,6
877,176,1
878,176,89
879,176,4
880,176,5
881,177,45
882,177,87
883,177,6
884,177,85
885,177,3
886,178,46
887,178,47
888,178,87
889,178,6
890,178,1
891,179,88
892,179,48
893,179,47
894,179,43
895,179,87
896,180,2
897,180,43
898,180,85
899,180,90
900,180,89
901,181,88
902,181,87
903,181,3
904,181,89
905,181,48
906,182,86
907,182,90
908,182,85
909,182,48
910,182,87
911,183,45
912,183,43
913,183,90
914,183,1
915,183,6
916,184,90
917,184,43
918,184,86
919,184,4
920,184,6
921,185,85
922,185,47
923,185,86
924,185,6
925,185,4
926,186,2
927,186,88
928,186,47
929,186,3
930,186,43
931,187,46
932,187,48
933,187,86
934,187,4
935,187,3
936,188,47
937,188,89
938,188,5
939,188,4
940,188,2
941,189,87
942,189,46
943,189,47
944,189,45
945,189,4
946,190,48
947,190,44
948,190,4
949,190,89
950,190,43
951,191,48
952,191,2
953,191,86
954,191,43
955,191,1
956,192,85
957,192,46
958,192,6
959,192,44
960,192,2
961,193,43
962,193,85
963,193,1
964,193,46
965,193,89
966,194,1
967,194,3
968,194,2
969,194,48
970,194,47
971,195,4
972,195,47
973,195,87
974,195,1
975,195,86
976,196,90
977,196,45
978,196,88
979,196,2
980,196,89
981,197,85
982,197,88
983,197,4
984,197,45
985,197,1
986,198,2
987,198,3
988,198,89
989,198,44
990,198,46
991,199,4
992,199,2
993,199,86
994,199,47
995,199,48
996,200,46
997,200,44
998,200,1
999,200,88
1000,200,4
1001,201,45
1002,201,2
1003,201,44
1004,201,5
1005,201,46
1006,202,5
1007,202,47
1008,202,90
1009,202,3
1010,202,89
1011,203,48
1012,203,3
1013,203,43
1014,203,6
1015,203,45
1016,204,88
1017,204,87
1018,204,1
1019,204,85
1020,204,89
1021,205,86
1022,205,2
1023,205,4
1024,205,88
1025,205,6
1026,206,85
1027,206,90
1028,206,43
1029,206,89
1030,206,1
1031,207,85
1032,207,46
1033,207,2
1034,207,43
1035,207,89
1036,208,47
1037,208,45
1038,208,5
1039,208,46
1040,208,44
1041,209,87
1042,209,89
1043,209,46
1044,209,48
1045,209,6
1046,210,5
1047,210,1
1048,210,47
1049,210,46
1050,210,6
1051,211,44
1052,211,1
1053,211,5
1054,211,4
1055,211,6
1056,212,6
1057,212,46
1058,212,3
1059,212,90
1060,212,87
1061,213,87
1062,213,86
1063,213,1
1064,213,46
1065,213,43
1066,214,48
1067,214,4
1068,214,88
1069,214,47
1070,214,46
1071,215,5
1072,215,1
1073,215,4
1074,215,85
1075,215,86
1076,216,43
1077,216,89
1078,216,4
1079,216,90
1080,216,86
1081,217,6
1082,217,3
1083,217,43
1084,217,45
1085,217,48
1086,218,90
1087,218,89
1088,218,48
1089,218,86
1090,218,85
1091,219,89
1092,219,87
1093,219,6
1094,219,1
1095,219,48
1096,220,90
1097,220,47
1098,220,88
1099,220,89
1100,220,6
1101,221,46
1102,221,1
1103,221,88
1104,221,45
1105,221,86
1106,222,5
1107,222,46
1108,222,90
1109,222,48
1110,222,87
1111,223,6
1112,223,44
1113,223,43
1114,223,5
1115,223,4
1116,224,5
1117,224,47
1118,224,87
1119,224,45
1120,224,6
1121,225,3
1122,225,1
1123,225,87
1124,225,48
1125,225,6
1126,226,90
1127,226,4
1128,226,43
1129,226,45
1130,226,89
1131,227,3
1132,227,87
1133,227,88
1134,227,47
1135,227,1
1136,228,3
1137,228,90
1138,228,48
1139,228,43
1140,228,88
1141,229,47
1142,229,1
1143,229,4
1144,229,85
1145,229,48
1146,230,90
1147,230,87
1148,230,85
1149,230,47
1150,230,86
1151,231,88
1152,231,45
1153,231,2
1154,231,4
1155,231,48
1156,232,4
1157,232,87
1158,232,1
1159,232,47
1160,232,6
1161,233,89
1162,233,44
1163,233,86
1164,233,2
1165,233,1
1166,234,43
1167,234,46
1168,234,3
1169,234,4
1170,234,44
1171,235,2
1172,235,47
1173,235,86
1174,235,85
1175,235,4
1176,236,48
1177,236,86
1178,236,44
1179,236,46
1180,236,5
1181,237,1
1182,237,47
1183,237,2
1184,237,44
1185,237,85
1186,238,90
1187,238,4
1188,238,45
1189,238,47
1190,238,44
1191,239,48
1192,239,43
1193,239,44
1194,239,1
1195,239,47
1196,240,89
1197,240,43
1198,240,4
1199,240,46
1200,240,3
1201,241,88
1202,241,89
1203,241,44
1204,241,86
1205,241,1
1206,242,6
1207,242,48
1208,242,1
1209,242,5
1210,242,4
1211,243,90
1212,243,2
1213,243,5
1214,243,44
1215,243,48
1216,244,86
1217,244,43
1218,244,47
1219,244,46
1220,244,2
1221,245,89
1222,245,43
1223,245,6
1224,245,87
1225,245,5
1226,246,44
1227,246,5
1228,246,3
1229,246,1
1230,246,6
1231,247,45
1232,247,90
1233,247,6
1234,247,46
1235,247,3
1236,248,5
1237,248,47
1238,248,45
1239,248,46
1240,248,90
1241,249,46
1242,249,3
1243,249,45
1244,249,90
1245,249,44
1246,250,43
1247,250,85
1248,250,5
1249,250,86
1250,250,87
1251,251,4
1252,251,3
1253,251,89
1254,251,46
1255,251,45
1256,252,6
1257,252,47
1258,252,5
1259,252,4
1260,252,1
1261,253,45
1262,253,46
1263,253,6
1264,253,85
1265,253,1
1266,254,2
1267,254,85
1268,254,86
1269,254,48
1270,254,46
1271,255,89
1272,255,90
1273,255,43
1274,255,86
1275,255,87
1276,256,45
1277,256,4
1278,256,6
1279,256,1
1280,256,90
1281,257,47
1282,257,48
1283,257,45
1284,257,5
1285,257,44
1286,258,90
1287,258,44
1288,258,5
1289,258,4
1290,258,45
1291,259,1
1292,259,89
1293,259,90
1294,259,5
1295,259,48
1296,260,4
1297,260,3
1298,260,1
1299,260,89
1300,260,48
1301,261,45
1302,261,86
1303,261,89
1304,261,90
1305,261,47
1306,262,86
1307,262,4
1308,262,44
1309,262,88
1310,262,1
1311,263,3
1312,263,90
1313,263,48
1314,263,86
1315,263,47
1316,264,44
1317,264,6
1318,264,47
1319,264,85
1320,264,43
1321,265,5
1322,265,88
1323,265,2
1324,265,44
1325,265,48
1326,266,1
1327,266,88
1328,266,85
1329,266,87
1330,266,86
1331,267,89
1332,267,4
1333,267,43
1334,267,1
1335,267,44
1336,268,6
1337,268,2
1338,268,90
1339,268,87
1340,268,46
1341,269,2
1342,269,5
1343,269,90
1344,269,88
1345,269,86
1346,270,3
1347,270,6
1348,270,48
1349,270,4
1350,270,45
1351,271,90
1352,271,48
1353,271,46
1354,271,44
1355,271,45
1356,272,47
1357,272,1
1358,272,87
1359,272,4
1360,272,43
1361,273,45
1362,273,43
1363,273,90
1364,273,4
1365,273,46
1366,274,47
1367,274,46
1368,274,3
1369,274,43
1370,274,87
1371,275,4
1372,275,46
1373,275,47
1374,275,48
1375,275,85
1376,276,88
1377,276,89
1378,276,3
1379,276,2
1380,276,5
1381,277,86
1382,277,47
1383,277,1
1384,277,44
1385,277,45
1386,278,6
1387,278,85
1388,278,90
1389,278,87
1390,278,44
1391,279,1
1392,279,6
1393,279,45
1394,279,5
1395,279,43
1396,280,45
1397,280,44
1398,280,43
1399,280,5
1400,280,87
1401,281,85
1402,281,6
1403,281,90
1404,281,46
1405,281,88
1406,282,88
1407,282,87
1408,282,46
1409,282,85
1410,282,86
1411,283,43
1412,283,1
1413,283,86
1414,283,47
1415,283,90
1416,284,88
1417,284,46
1418,284,47
1419,284,43
1420,284,2
1421,285,90
1422,285,89
1423,285,1
1424,285,48
1425,285,5
1426,286,1
1427,286,3
1428,286,5
1429,286,85
1430,286,90
1431,287,52
1432,287,49
1433,287,8
1434,287,53
1435,287,51
1436,288,8
1437,288,49
1438,288,7
1439,288,10
1440,288,95
1441,289,91
1442,289,53
1443,289,96
1444,289,51
1445,289,12
1446,290,11
1447,290,7
1448,290,54
1449,290,12
1450,290,9
1451,291,11
1452,291,95
1453,291,12
1454,291,10
1455,291,49
1456,292,91
1457,292,49
1458,292,52
1459,292,94
1460,292,10
1461,293,49
1462,293,9
1463,293,95
1464,293,94
1465,293,11
1466,294,95
1467,294,51
1468,294,94
1469,294,49
1470,294,91
1471,295,8
1472,295,96
1473,295,11
1474,295,95
1475,295,9
1476,296,50
1477,296,8
1478,296,10
1479,296,91
1480,296,94
1481,297,52
1482,297,11
1483,297,10
1484,297,8
1485,297,95
1486,298,50
1487,298,53
1488,298,92
1489,298,51
1490,298,54
1491,299,53
1492,299,11
1493,299,92
1494,299,52
1495,299,9
1496,300,10
1497,300,96
1498,300,12
1499,300,92
1500,300,51
1501,301,9
1502,301,49
1503,301,7
1504,301,10
1505,301,92
1506,302,52
1507,302,94
1508,302,93
1509,302,10
1510,302,11
1511,303,52
1512,303,95
1513,303,7
1514,303,9
1515,303,8
1516,304,49
1517,304,52
1518,304,8
1519,304,92
1520,304,96
1521,305,10
1522,305,7
1523,305,95
1524,305,50
1525,305,11
1526,306,8
1527,306,9
1528,306,54
1529,306,92
1530,306,91
1531,307,96
1532,307,8
1533,307,51
1534,307,9
1535,307,92
1536,308,54
1537,308,49
1538,308,94
1539,308,52
1540,308,91
1541,309,12
1542,309,93
1543,309,52
1544,309,92
1545,309,50
1546,310,51
1547,310,93
1548,310,7
1549,310,95
1550,310,9
1551,311,95
1552,311,8
1553,311,50
1554,311,49
1555,311,11
1556,312,52
1557,312,51
1558,312,9
1559,312,53
1560,312,93
1561,313,93
1562,313,91
1563,313,50
1564,313,94
1565,313,8
1566,314,96
1567,314,51
1568,314,50
1569,314,10
1570,314,8
1571,315,92
1572,315,53
1573,315,54
1574,315,7
1575,315,12
1576,316,50
1577,316,52
1578,316,51
1579,316,91
1580,316,96
1581,317,8
1582,317,96
1583,317,53
1584,317,52
1585,317,92
1586,318,49
1587,318,92
1588,318,95
1589,318,50
1590,318,91
1591,319,91
1592,319,12
1593,319,10
1594,319,49
1595,319,94
1596,320,8
1597,320,96
1598,320,50
1599,320,52
1600,320,10
1601,321,92
1602,321,91
1603,321,50
1604,321,93
1605,321,54
1606,322,11
1607,322,10
1608,322,96
1609,322,50
1610,322,92
1611,323,50
1612,323,10
1613,323,95
1614,323,91
1615,323,9
1616,324,12
1617,324,53
1618,324,95
1619,324,51
1620,324,94
1621,325,9
1622,325,51
1623,325,91
1624,325,96
1625,325,95
1626,326,7
1627,326,11
1628,326,94
1629,326,50
1630,326,96
1631,327,92
1632,327,95
1633,327,51
1634,327,11
1635,327,52
1636,328,52
1637,328,53
1638,328,93
1639,328,54
1640,328,95
1641,329,53
1642,329,93
1643,329,49
1644,329,8
1645,329,92
1646,330,96
1647,330,94
1648,330,8
1649,330,7
1650,330,50
1651,331,93
1652,331,95
1653,331,11
1654,331,52
1655,331,94
1656,332,95
1657,332,53
1658,332,91
1659,332,50
1660,332,8
1661,333,9
1662,333,94
1663,333,49
1664,333,52
1665,333,10
1666,334,12
1667,334,10
1668,334,91
1669,334,11
1670,334,7
1671,335,51
1672,335,10
1673,335,50
1674,335,93
1675,335,54
1676,336,95
1677,336,53
1678,336,94
1679,336,10
1680,336,9
1681,337,49
1682,337,93
1683,337,96
1684,337,53
1685,337,10
1686,338,53
1687,338,10
1688,338,9
1689,338,92
1690,338,49
1691,339,92
1692,339,11
1693,339,94
1694,339,49
1695,339,53
1696,340,10
1697,340,9
1698,340,92
1699,340,8
1700,340,93
1701,341,52
1702,341,11
1703,341,7
1704,341,95
1705,341,8
1706,342,11
1707,342,94
1708,342,95
1709,342,50
1710,342,12
1711,343,7
1712,343,52
1713,343,91
1714,343,10
1715,343,92
1716,344,9
1717,344,94
1718,344,93
1719,344,92
1720,344,7
1721,345,8
1722,345,10
1723,345,11
1724,345,93
1725,345,50
1726,346,54
1727,346,93
1728,346,11
1729,346,10
1730,346,91
1731,347,93
1732,347,7
1733,347,54
1734,347,92
1735,347,49
1736,348,50
1737,348,8
1738,348,11
1739,348,53
1740,348,51
1741,349,10
1742,349,91
1743,349,94
1744,349,11
1745,349,95
1746,350,92
1747,350,9
1748,350,91
1749,350,10
1750,350,54
1751,351,51
1752,351,53
1753,351,8
1754,351,91
1755,351,52
1756,352,54
1757,352,51
1758,352,50
1759,352,53
1760,352,96
1761,353,51
1762,353,8
1763,353,95
1764,353,49
1765,353,7
1766,354,51
1767,354,9
1768,354,94
1769,354,53
1770,354,50
1771,355,9
1772,355,8
1773,355,52
1774,355,54
1775,355,7
1776,356,93
1777,356,94
1778,356,8
1779,356,10
1780,356,91
1781,357,8
1782,357,11
1783,357,49
1784,357,9
1785,357,54
1786,358,9
1787,358,11
1788,358,50
1789,358,92
1790,358,7
1791,359,8
1792,359,12
1793,359,94
1794,359,7
1795,359,49
1796,360,7
1797,360,94
1798,360,11
1799,360,96
1800,360,49
1801,361,49
1802,361,7
1803,361,10
1804,361,96
1805,361,54
1806,362,91
1807,362,9
1808,362,50
1809,362,53
1810,362,94
1811,363,93
1812,363,53
1813,363,9
1814,363,52
1815,363,94
1816,364,9
1817,364,91
1818,364,12
1819,364,10
1820,364,53
1821,365,96
1822,365,49
1823,365,93
1824,365,50
1825,365,91
1826,366,12
1827,366,49
1828,366,53
1829,366,91
1830,366,96
1831,367,10
1832,367,96
1833,367,95
1834,367,52
1835,367,9
1836,368,49
1837,368,96
1838,368,93
1839,368,92
1840,368,9
1841,369,9
1842,369,7
1843,369,8
1844,369,49
1845,369,93
1846,370,92
1847,370,10
1848,370,50
1849,370,95
1850,370,93
1851,371,50
1852,371,54
1853,371,51
1854,371,92
1855,371,10
1856,372,91
1857,372,11
1858,372,52
1859,372,51
1860,372,8
1861,373,12
1862,373,54
1863,373,94
1864,373,92
1865,373,53
1866,374,52
1867,374,93
1868,374,94
1869,374,51
1870,374,9
1871,375,9
1872,375,10
1873,375,50
1874,375,93
1875,375,96
1876,376,53
1877,376,12
1878,376,94
1879,376,91
1880,376,96
1881,377,10
1882,377,49
1883,377,95
1884,377,11
1885,377,52
1886,378,94
1887,378,10
1888,378,12
1889,378,51
1890,378,95
1891,379,51
1892,379,94
1893,379,54
1894,379,49
1895,379,93
1896,380,49
1897,380,11
1898,380,53
1899,380,93
1900,380,54
1901,381,53
1902,381,52
1903,381,10
1904,381,49
1905,381,93
1906,382,10
1907,382,9
1908,382,52
1909,382,93
1910,382,53
1911,383,10
1912,383,92
1913,383,9
1914,383,91
1915,383,8
1916,384,8
1917,384,91
1918,384,51
1919,384,93
1920,384,11
1921,385,51
1922,385,95
1923,385,53
1924,385,11
1925,385,8
1926,386,51
1927,386,11
1928,386,50
1929,386,8
1930,386,95
1931,387,54
1932,387,8
1933,387,11
1934,387,49
1935,387,94
1936,388,92
1937,388,50
1938,388,54
1939,388,8
1940,388,49
1941,389,51
1942,389,12
1943,389,93
1944,389,10
1945,389,54
1946,390,10
1947,390,54
1948,390,94
1949,390,96
1950,390,53
1951,391,52
1952,391,51
1953,391,93
1954,391,10
1955,391,9
1956,392,12
1957,392,53
1958,392,94
1959,392,91
1960,392,49
1961,393,50
1962,393,92
1963,393,9
1964,393,91
1965,393,52
1966,394,53
1967,394,52
1968,394,96
1969,394,8
1970,394,91
1971,395,54
1972,395,8
1973,395,52
1974,395,95
1975,395,49
1976,396,52
1977,396,10
1978,396,54
1979,396,96
1980,396,12
1981,397,8
1982,397,9
1983,397,53
1984,397,95
1985,397,54
1986,398,92
1987,398,7
1988,398,51
1989,398,91
1990,398,10
1991,399,12
1992,399,95
1993,399,49
1994,399,94
1995,399,11
1996,400,51
1997,400,94
1998,400,54
1999,400,95
2000,400,10
2001,401,92
2002,401,10
2003,401,93
2004,401,53
2005,401,12
2006,402,12
2007,402,53
2008,402,11
2009,402,9
2010,402,51
2011,403,10
2012,403,54
2013,403,51
2014,403,11
2015,403,96
2016,404,96
2017,404,11
2018,404,49
2019,404,92
2020,404,93
2021,405,92
2022,405,53
2023,405,10
2024,405,9
2025,405,12
2026,406,95
2027,406,10
2028,406,96
2029,406,51
2030,406,49
2031,407,96
2032,407,93
2033,407,8
2034,407,49
2035,407,52
2036,408,52
2037,408,49
2038,408,54
2039,408,12
2040,408,7
2041,409,53
2042,409,92
2043,409,96
2044,409,51
2045,409,12
2046,410,54
2047,410,12
2048,410,96
2049,410,94
2050,410,7
2051,411,12
2052,411,92
2053,411,54
2054,411,49
2055,411,50
2056,412,7
2057,412,51
2058,412,12
2059,412,95
2060,412,50
2061,413,95
2062,413,49
2063,413,54
2064,413,8
2065,413,50
2066,414,11
2067,414,49
2068,414,8
2069,414,10
2070,414,91
2071,415,10
2072,415,96
2073,415,95
2074,415,94
2075,415,93
2076,416,12
2077,416,93
2078,416,8
2079,416,49
2080,416,96
2081,417,93
2082,417,52
2083,417,50
2084,417,94
2085,417,10
2086,418,49
2087,418,12
2088,418,53
2089,418,11
2090,418,96
2091,419,9
2092,419,93
2093,419,10
2094,419,92
2095,419,7
2096,420,7
2097,420,12
2098,420,95
2099,420,92
2100,420,53
2101,421,51
2102,421,95
2103,421,7
2104,421,91
2105,421,8
2106,422,10
2107,422,92
2108,422,7
2109,422,94
2110,422,12
2111,423,96
2112,423,92
2113,423,8
2114,423,7
2115,423,49
2116,424,91
2117,424,95
2118,424,8
2119,424,92
2120,424,50
2121,425,54
2122,425,94
2123,425,51
2124,425,11
2125,425,53
2126,426,12
2127,426,50
2128,426,52
2129,426,96
2130,426,10
2131,427,93
2132,427,91
2133,427,50
2134,427,11
2135,427,94
2136,428,12
2137,428,11
