id_frequencia,id_matricula,data_aula,status_presenca
451,8352,2025-11-05,Presente
452,8352,2025-10-29,Presente
453,8352,2025-10-22,Ausente
454,8352,2025-10-15,Presente
455,8352,2025-10-08,Ausente
456,2746,2025-11-05,Presente
457,2746,2025-10-29,Presente
458,2746,2025-10-22,Ausente
459,2746,2025-10-15,Presente
460,2746,2025-10-08,Presente
461,2528,2025-11-05,Presente
462,2528,2025-10-29,Ausente
463,2528,2025-10-22,Presente
464,2528,2025-10-15,Ausente
465,2528,2025-10-08,Presente
466,2467,2025-11-05,Ausente
467,2467,2025-10-29,Presente
468,2467,2025-10-22,Presente
469,2467,2025-10-15,Ausente
470,2467,2025-10-08,Presente
471,2962,2025-11-05,Presente
472,2962,2025-10-29,Ausente
473,2962,2025-10-22,Ausente
474,2962,2025-10-15,Presente
475,2962,2025-10-08,Presente
476,8614,2025-11-05,Presente
477,8614,2025-10-29,Presente
478,8614,2025-10-22,Presente
479,8614,2025-10-15,Ausente
480,8614,2025-10-08,Presente
481,1067,2025-11-05,Presente
482,1067,2025-10-29,Presente
483,1067,2025-10-22,Ausente
484,1067,2025-10-15,Ausente
485,1067,2025-10-08,Presente
486,2699,2025-11-05,Presente
487,2699,2025-10-29,Presente
488,2699,2025-10-22,Presente
489,2699,2025-10-15,Presente
490,2699,2025-10-08,Presente
491,9018,2025-11-05,Ausente
492,9018,2025-10-29,Presente
493,9018,2025-10-22,Ausente
494,9018,2025-10-15,Presente
495,9018,2025-10-08,Presente
496,1948,2025-11-05,Ausente
497,1948,2025-10-29,Presente
498,1948,2025-10-22,Presente
499,1948,2025-10-15,Presente
500,1948,2025-10-08,Presente
501,1778,2025-11-05,Presente
502,1778,2025-10-29,Presente
503,1778,2025-10-22,Presente
504,1778,2025-10-15,Presente
505,1778,2025-10-08,Presente
506,6852,2025-11-05,Presente
507,6852,2025-10-29,Ausente
508,6852,2025-10-22,Presente
509,6852,2025-10-15,Presente
510,6852,2025-10-08,Presente
511,3504,2025-11-05,Presente
512,3504,2025-10-29,Ausente
513,3504,2025-10-22,Ausente
514,3504,2025-10-15,Ausente
515,3504,2025-10-08,Ausente
516,4140,2025-11-05,Presente
517,4140,2025-10-29,Presente
518,4140,2025-10-22,Ausente
519,4140,2025-10-15,Presente
520,4140,2025-10-08,Presente
521,8560,2025-11-05,Presente
522,8560,2025-10-29,Presente
523,8560,2025-10-22,Presente
524,8560,2025-10-15,Presente
525,8560,2025-10-08,Presente
526,6355,2025-11-05,Presente
527,6355,2025-10-29,Presente
528,6355,2025-10-22,Presente
529,6355,2025-10-15,Presente
530,6355,2025-10-08,Presente
531,2663,2025-11-05,Ausente
532,2663,2025-10-29,Presente
533,2663,2025-10-22,Presente
534,2663,2025-10-15,Ausente
535,2663,2025-10-08,Presente
536,2217,2025-11-05,Ausente
537,2217,2025-10-29,Presente
538,2217,2025-10-22,Presente
539,2217,2025-10-15,Ausente
540,2217,2025-10-08,Presente
541,3053,2025-11-05,Presente
542,3053,2025-10-29,Presente
543,3053,2025-10-22,Presente
544,3053,2025-10-15,Ausente
545,3053,2025-10-08,Ausente
546,252,2025-11-05,Ausente
547,252,2025-10-29,Presente
548,252,2025-10-22,Presente
549,252,2025-10-15,Ausente
550,252,2025-10-08,Presente
551,7424,2025-11-05,Presente
552,7424,2025-10-29,Presente
553,7424,2025-10-22,Presente
554,7424,2025-10-15,Presente
555,7424,2025-10-08,Ausente
556,7010,2025-11-05,Presente
557,7010,2025-10-29,Presente
558,7010,2025-10-22,Ausente
559,7010,2025-10-15,Ausente
560,7010,2025-10-08,Presente
561,8593,2025-11-05,Presente
562,8593,2025-10-29,Presente
563,8593,2025-10-22,Presente
564,8593,2025-10-15,Presente
565,8593,2025-10-08,Presente
566,3413,2025-11-05,Ausente
567,3413,2025-10-29,Presente
568,3413,2025-10-22,Presente
569,3413,2025-10-15,Presente
570,3413,2025-10-08,Presente
571,4936,2025-11-05,Presente
572,4936,2025-10-29,Presente
573,4936,2025-10-22,Ausente
574,4936,2025-10-15,Presente
575,4936,2025-10-08,Presente
576,3604,2025-11-05,Presente
577,3604,2025-10-29,Presente
578,3604,2025-10-22,Presente
579,3604,2025-10-15,Ausente
580,3604,2025-10-08,Presente
581,8947,2025-11-05,Presente
582,8947,2025-10-29,Presente
583,8947,2025-10-22,Presente
584,8947,2025-10-15,Presente
585,8947,2025-10-08,Ausente
586,6175,2025-11-05,Presente
587,6175,2025-10-29,Ausente
588,6175,2025-10-22,Presente
589,6175,2025-10-15,Presente
590,6175,2025-10-08,Ausente
591,1885,2025-11-05,Presente
592,1885,2025-10-29,Presente
593,1885,2025-10-22,Ausente
594,1885,2025-10-15,Presente
595,1885,2025-10-08,Presente
596,6148,2025-11-05,Presente
597,6148,2025-10-29,Ausente
598,6148,2025-10-22,Ausente
599,6148,2025-10-15,Presente
600,6148,2025-10-08,Presente
601,8491,2025-11-05,Ausente
602,8491,2025-10-29,Presente
603,8491,2025-10-22,Presente
604,8491,2025-10-15,Presente
605,8491,2025-10-08,Presente
606,2691,2025-11-05,Ausente
607,2691,2025-10-29,Presente
608,2691,2025-10-22,Ausente
609,2691,2025-10-15,Ausente
610,2691,2025-10-08,Ausente
611,6817,2025-11-05,Presente
612,6817,2025-10-29,Presente
613,6817,2025-10-22,Presente
614,6817,2025-10-15,Ausente
615,6817,2025-10-08,Presente
616,1938,2025-11-05,Ausente
617,1938,2025-10-29,Presente
618,1938,2025-10-22,Presente
619,1938,2025-10-15,Presente
620,1938,2025-10-08,Ausente
621,3048,2025-11-05,Presente
622,3048,2025-10-29,Ausente
623,3048,2025-10-22,Presente
624,3048,2025-10-15,Presente
625,3048,2025-10-08,Presente
626,8637,2025-11-05,Presente
627,8637,2025-10-29,Presente
628,8637,2025-10-22,Presente
629,8637,2025-10-15,Presente
630,8637,2025-10-08,Presente
631,3367,2025-11-05,Presente
632,3367,2025-10-29,Ausente
633,3367,2025-10-22,Ausente
634,3367,2025-10-15,Presente
635,3367,2025-10-08,Presente
636,7083,2025-11-05,Presente
637,7083,2025-10-29,Presente
638,7083,2025-10-22,Ausente
639,7083,2025-10-15,Presente
640,7083,2025-10-08,Presente
641,8241,2025-11-05,Presente
642,8241,2025-10-29,Presente
643,8241,2025-10-22,Ausente
644,8241,2025-10-15,Ausente
645,8241,2025-10-08,Presente
646,2923,2025-11-05,Presente
647,2923,2025-10-29,Ausente
648,2923,2025-10-22,Presente
649,2923,2025-10-15,Presente
650,2923,2025-10-08,Presente
651,9111,2025-11-05,Presente
652,9111,2025-10-29,Ausente
653,9111,2025-10-22,Presente
654,9111,2025-10-15,Ausente
655,9111,2025-10-08,Presente
656,1334,2025-11-05,Ausente
657,1334,2025-10-29,Presente
658,1334,2025-10-22,Presente
659,1334,2025-10-15,Presente
660,1334,2025-10-08,Presente
661,4390,2025-11-05,Presente
662,4390,2025-10-29,Presente
663,4390,2025-10-22,Presente
664,4390,2025-10-15,Presente
665,4390,2025-10-08,Ausente
666,6905,2025-11-05,Presente
667,6905,2025-10-29,Ausente
668,6905,2025-10-22,Ausente
669,6905,2025-10-15,Ausente
670,6905,2025-10-08,Presente
671,9686,2025-11-05,Presente
672,9686,2025-10-29,Presente
673,9686,2025-10-22,Ausente
674,9686,2025-10-15,Presente
675,9686,2025-10-08,Presente
676,8008,2025-11-05,Presente
677,8008,2025-10-29,Presente
678,8008,2025-10-22,Presente
679,8008,2025-10-15,Presente
680,8008,2025-10-08,Presente
681,8304,2025-11-05,Presente
682,8304,2025-10-29,Presente
683,8304,2025-10-22,Presente
684,8304,2025-10-15,Presente
685,8304,2025-10-08,Presente
686,3840,2025-11-05,Presente
687,3840,2025-10-29,Ausente
688,3840,2025-10-22,Presente
689,3840,2025-10-15,Ausente
690,3840,2025-10-08,Presente
691,1135,2025-11-05,Presente
692,1135,2025-10-29,Ausente
693,1135,2025-10-22,Presente
694,1135,2025-10-15,Presente
695,1135,2025-10-08,Presente
696,1236,2025-11-05,Presente
697,1236,2025-10-29,Presente
698,1236,2025-10-22,Ausente
699,1236,2025-10-15,Presente
700,1236,2025-10-08,Presente
701,8384,2025-11-05,Presente
702,8384,2025-10-29,Presente
703,8384,2025-10-22,Presente
704,8384,2025-10-15,Presente
705,8384,2025-10-08,Ausente
706,3010,2025-11-05,Ausente
707,3010,2025-10-29,Ausente
708,3010,2025-10-22,Presente
709,3010,2025-10-15,Ausente
710,3010,2025-10-08,Presente
711,5840,2025-11-05,Presente
712,5840,2025-10-29,Ausente
713,5840,2025-10-22,Ausente
714,5840,2025-10-15,Presente
715,5840,2025-10-08,Ausente
716,6383,2025-11-05,Presente
717,6383,2025-10-29,Presente
718,6383,2025-10-22,Presente
719,6383,2025-10-15,Presente
720,6383,2025-10-08,Presente
721,8361,2025-11-05,Presente
722,8361,2025-10-29,Ausente
723,8361,2025-10-22,Presente
724,8361,2025-10-15,Presente
725,8361,2025-10-08,Presente
726,7503,2025-11-05,Presente
727,7503,2025-10-29,Presente
728,7503,2025-10-22,Presente
729,7503,2025-10-15,Presente
730,7503,2025-10-08,Presente
731,6311,2025-11-05,Presente
732,6311,2025-10-29,Presente
733,6311,2025-10-22,Ausente
734,6311,2025-10-15,Presente
735,6311,2025-10-08,Presente
736,3145,2025-11-05,Presente
737,3145,2025-10-29,Presente
738,3145,2025-10-22,Presente
739,3145,2025-10-15,Presente
740,3145,2025-10-08,Presente
741,9362,2025-11-05,Presente
742,9362,2025-10-29,Presente
743,9362,2025-10-22,Presente
744,9362,2025-10-15,Ausente
745,9362,2025-10-08,Presente
746,7788,2025-11-05,Ausente
747,7788,2025-10-29,Presente
748,7788,2025-10-22,Presente
749,7788,2025-10-15,Ausente
750,7788,2025-10-08,Presente
751,2906,2025-11-05,Presente
752,2906,2025-10-29,Presente
753,2906,2025-10-22,Presente
754,2906,2025-10-15,Presente
755,2906,2025-10-08,Presente
756,249,2025-11-05,Ausente
757,249,2025-10-29,Ausente
758,249,2025-10-22,Presente
759,249,2025-10-15,Presente
760,249,2025-10-08,Presente
761,4918,2025-11-05,Presente
762,4918,2025-10-29,Ausente
763,4918,2025-10-22,Ausente
764,4918,2025-10-15,Presente
765,4918,2025-10-08,Presente
766,7094,2025-11-05,Presente
767,7094,2025-10-29,Presente
768,7094,2025-10-22,Presente
769,7094,2025-10-15,Presente
770,7094,2025-10-08,Presente
771,135,2025-11-05,Presente
772,135,2025-10-29,Presente
773,135,2025-10-22,Presente
774,135,2025-10-15,Presente
775,135,2025-10-08,Presente
776,1174,2025-11-05,Presente
777,1174,2025-10-29,Presente
778,1174,2025-10-22,Presente
779,1174,2025-10-15,Presente
780,1174,2025-10-08,Ausente
781,5568,2025-11-05,Presente
782,5568,2025-10-29,Presente
783,5568,2025-10-22,Presente
784,5568,2025-10-15,Presente
785,5568,2025-10-08,Presente
786,7230,2025-11-05,Presente
787,7230,2025-10-29,Presente
788,7230,2025-10-22,Ausente
789,7230,2025-10-15,Presente
790,7230,2025-10-08,Presente
791,8465,2025-11-05,Ausente
792,8465,2025-10-29,Presente
793,8465,2025-10-22,Presente
794,8465,2025-10-15,Presente
795,8465,2025-10-08,Ausente
796,7727,2025-11-05,Presente
797,7727,2025-10-29,Ausente
798,7727,2025-10-22,Ausente
799,7727,2025-10-15,Presente
800,7727,2025-10-08,Ausente
801,1647,2025-11-05,Ausente
802,1647,2025-10-29,Ausente
803,1647,2025-10-22,Presente
804,1647,2025-10-15,Presente
805,1647,2025-10-08,Ausente
806,5660,2025-11-05,Ausente
807,5660,2025-10-29,Presente
808,5660,2025-10-22,Presente
809,5660,2025-10-15,Presente
810,5660,2025-10-08,Presente
811,5766,2025-11-05,Presente
812,5766,2025-10-29,Ausente
813,5766,2025-10-22,Presente
814,5766,2025-10-15,Ausente
815,5766,2025-10-08,Presente
816,4902,2025-11-05,Presente
817,4902,2025-10-29,Presente
818,4902,2025-10-22,Presente
819,4902,2025-10-15,Presente
820,4902,2025-10-08,Presente
821,9224,2025-11-05,Presente
822,9224,2025-10-29,Presente
823,9224,2025-10-22,Presente
824,9224,2025-10-15,Presente
825,9224,2025-10-08,Ausente
826,7231,2025-11-05,Presente
827,7231,2025-10-29,Presente
828,7231,2025-10-22,Presente
829,7231,2025-10-15,Ausente
830,7231,2025-10-08,Presente
831,3072,2025-11-05,Presente
832,3072,2025-10-29,Presente
833,3072,2025-10-22,Ausente
834,3072,2025-10-15,Presente
835,3072,2025-10-08,Ausente
836,7241,2025-11-05,Presente
837,7241,2025-10-29,Presente
838,7241,2025-10-22,Presente
839,7241,2025-10-15,Ausente
840,7241,2025-10-08,Presente
841,4362,2025-11-05,Presente
842,4362,2025-10-29,Ausente
843,4362,2025-10-22,Presente
844,4362,2025-10-15,Ausente
845,4362,2025-10-08,Presente
846,9548,2025-11-05,Ausente
847,9548,2025-10-29,Ausente
848,9548,2025-10-22,Presente
849,9548,2025-10-15,Presente
850,9548,2025-10-08,Presente
851,1951,2025-11-05,Presente
852,1951,2025-10-29,Presente
853,1951,2025-10-22,Presente
854,1951,2025-10-15,Presente
855,1951,2025-10-08,Ausente
856,6059,2025-11-05,Presente
857,6059,2025-10-29,Presente
858,6059,2025-10-22,Presente
859,6059,2025-10-15,Presente
860,6059,2025-10-08,Ausente
861,1565,2025-11-05,Presente
862,1565,2025-10-29,Presente
